anno,latitudine,longitudin,public_pos,geoprivacy,coordinate
07/07/2023,44.618351493900001,7.733890068100000,"27285",obscured,"1"
07/07/2023,44.609921882700000,7.678448957500000,"27285",obscured,"1"
07/07/2023,44.659959719000000,7.727863562100000,"27285",obscured,"1"
07/07/2023,44.709045875800001,7.651281424900000,"27285",obscured,"1"
07/07/2023,44.606318395400002,7.721777725400000,"27285",obscured,"1"
07/07/2023,44.731132092999999,7.711108484000000,"27285",obscured,"1"
10/07/2023,44.805593997899997,7.795513906500000,"27253",obscured,"1"
10/07/2023,44.904875326499997,7.629873478500000,"27253",obscured,"1"
10/07/2023,44.723073626000001,7.747642630200000,"27285",obscured,"1"
12/07/2023,44.905842692500002,7.746641733600000,"27253",obscured,"1"
12/07/2023,44.841566370599999,7.655370540100000,"27253",obscured,"1"
12/07/2023,44.735634750899997,7.797819861600000,"27285",obscured,"1"
12/07/2023,44.672566530799998,7.748715466900000,"27285",obscured,"1"
12/07/2023,44.660415388300002,7.629561400600000,"27285",obscured,"1"
14/07/2023,44.747092497099999,7.681678370600000,"27285",obscured,"1"
14/07/2023,44.798277569299998,7.635641928100000,"27285",obscured,"1"
14/07/2023,44.749708891799997,7.700814320700000,"27285",obscured,"1"
14/07/2023,44.799392595599997,7.641504760700000,"27285",obscured,"1"
14/07/2023,44.764089147599996,7.741898469500000,"27285",obscured,"1"
14/07/2023,44.799496348900000,7.759614084100000,"27285",obscured,"1"
14/07/2023,44.621882827199997,7.723164433800000,"27285",obscured,"1"
14/07/2023,44.796952131499999,7.708099232300000,"27285",obscured,"1"
14/07/2023,44.798645271399998,7.761753164600000,"27285",obscured,"1"
14/07/2023,44.757046838100003,7.677013171000000,"27285",obscured,"1"
19/07/2023,44.873608109899997,7.771809386600000,"27253",obscured,"1"
19/07/2023,44.902371233399997,7.618372922100000,"27253",obscured,"1"
19/07/2023,44.770334243699999,7.629575681000000,"27285",obscured,"1"
21/07/2023,44.721864315300003,7.767569157600000,"27285",obscured,"1"
04/07/2023,44.759629973000003,7.758923328600000,"27285",obscured,"1"
04/07/2023,44.643148508800003,7.606738880900000,"27285",obscured,"1"
04/07/2023,44.887850333099998,7.677267708300000,"27253",obscured,"1"
11/07/2023,44.639135274200001,7.617305438400000,"27285",obscured,"1"
11/07/2023,44.719265838299997,7.668770517200000,"27285",obscured,"1"
11/07/2023,44.891386279800003,7.688406464800000,"27253",obscured,"1"
11/07/2023,44.713153238200000,7.703576721300000,"27285",obscured,"1"
18/07/2023,44.787236790800002,7.657887002500000,"27285",obscured,"1"
18/07/2023,44.793410494200003,7.662013211600000,"27285",obscured,"1"
02/08/2023,44.694011916199997,7.610749809000000,"27285",obscured,"1"
02/06/2023,46.336277890100000,11.290535554300000,"10",,"0"
14/07/2023,43.609997037399999,10.323550589400000,"184",,"0"
29/07/2021,46.122401386600004,11.120342351500000,"71",,"0"
18/06/2017,44.795053704600001,7.716707378600000,"418",,"0"
23/06/2018,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
06/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
28/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
28/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
28/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
28/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
28/06/2020,44.795053704600001,7.716707378600000,"418",,"0"
23/06/2023,44.806254402400000,7.714780048300000,"27253",obscured,"1"
10/07/2023,44.889807561700003,7.700753420900000,"27253",obscured,"1"
10/07/2023,44.908587068700001,7.728476804800000,"27253",obscured,"1"
10/07/2023,44.896460881499998,7.796063974300000,"27253",obscured,"1"
10/07/2023,44.814133671699999,7.792787144400000,"27253",obscured,"1"
28/05/2018,43.842880390600001,10.502697676400000,"10809",,"0"
21/06/2023,44.655002394999997,7.694034811800000,"27285",obscured,"1"
21/06/2023,44.624163419600002,7.730677990900000,"27285",obscured,"1"
21/06/2023,44.782329500800003,7.648685454100000,"27285",obscured,"1"
23/06/2023,44.799181478199998,7.681440470900000,"27285",obscured,"1"
21/06/2023,44.758698812299997,7.713380883200000,"27285",obscured,"1"
05/07/2023,44.636037927300002,7.767139900500000,"27285",obscured,"1"
14/07/2023,44.717124158499999,7.635701463700000,"27285",obscured,"1"
19/07/2023,44.716586554099997,7.603423038100000,"27285",obscured,"1"
19/07/2023,44.761953272900001,7.669060459400000,"27285",obscured,"1"
19/07/2023,44.759431979699997,7.692728981100000,"27285",obscured,"1"
05/07/2023,44.600886196899999,7.621481888100000,"27285",obscured,"1"
12/07/2023,44.643693748899999,7.678149801500000,"27285",obscured,"1"
12/07/2023,44.614637584000000,7.689285936200000,"27285",obscured,"1"
28/06/2023,44.758707222300004,7.776772000900000,"27285",obscured,"1"
28/06/2023,44.775779291799999,7.627787973100000,"27285",obscured,"1"
28/06/2023,44.782909943699998,7.658735230800000,"27285",obscured,"1"
28/06/2023,44.776104056599998,7.718910669200000,"27285",obscured,"1"
28/06/2023,44.787606963099996,7.748408143100000,"27285",obscured,"1"
28/06/2023,44.701362757600002,7.760446998700000,"27285",obscured,"1"
28/06/2023,44.686813641299999,7.714425361400000,"27285",obscured,"1"
03/07/2023,44.707734342300000,7.766172059300000,"27285",obscured,"1"
21/06/2023,44.709913461600003,7.629917572300000,"27285",obscured,"1"
21/06/2023,44.703603734399998,7.766446458300000,"27285",obscured,"1"
21/06/2023,44.767085630600000,7.776103846800000,"27285",obscured,"1"
21/06/2023,44.716820036700000,7.701222948100000,"27285",obscured,"1"
26/06/2023,44.750994588700003,7.786518304600000,"27285",obscured,"1"
26/06/2023,44.628439518000000,7.648805560600000,"27285",obscured,"1"
07/07/2023,44.624279746299997,7.699757705800000,"27285",obscured,"1"
12/07/2023,44.740659635100002,7.681782485700000,"27285",obscured,"1"
14/07/2023,44.675348355799997,7.638945080500000,"27285",obscured,"1"
14/06/2023,44.769836421599997,7.779683874100000,"27285",obscured,"1"
31/07/2021,41.275535452699998,13.104688189899999,"1295",,"0"
15/05/2024,40.887491393799998,14.249782562300000,"73",,"0"
16/05/2024,40.841105005000003,14.148241666700001,"32",,"0"
20/05/2024,43.655286699700000,10.436913499699999,,,"0"
23/05/2024,38.110941666700000,13.352852777800001,,,"0"
27/05/2024,44.549027016499998,10.939021334100000,"1381",,"0"
27/05/2024,45.229021564200004,11.656625233600000,"3562",,"0"
27/05/2024,44.103116916300003,9.822555184400001,"904",,"0"
29/05/2024,46.338320000000003,11.294093333299999,"9",,"0"
29/05/2024,46.337996623300000,11.291981935500001,"224",,"0"
04/06/2024,42.807605997000003,10.427675284399999,"205",,"0"
31/05/2024,42.752426900000003,10.212491500000000,,,"0"
05/06/2024,39.524904725100001,8.591465838300000,"4102",,"0"
07/06/2024,43.840778333300001,10.510770000000001,"3",,"0"
08/06/2024,43.911133067000002,12.911404520300000,"3181",,"0"
09/06/2024,42.798698960499998,10.435892567000000,"7",,"0"
09/06/2024,45.103089903200001,10.399537158999999,"27222",obscured,"1"
09/06/2024,39.423577777799999,8.687752777800000,,,"0"
08/06/2024,42.784905000000002,10.390680000000000,"4",,"0"
12/06/2024,41.916982750400003,12.488256460100001,"9",,"0"
12/06/2024,40.818850027899998,16.426548399000001,"64",,"0"
13/06/2024,45.159420013300000,7.601967811400000,,,"0"
08/06/2024,42.108452777799997,12.092366666700000,,,"0"
15/06/2024,44.171095748399999,9.608437791500000,"279",,"0"
15/06/2024,41.258870972200000,13.432161000000001,,,"0"
17/06/2024,45.552973442300001,10.264726728199999,"8761",,"0"
19/06/2024,43.834705000000000,11.185091666700000,"2",,"0"
19/06/2024,42.811638333300003,10.367021666699999,"4",,"0"
20/06/2024,42.575167643000000,11.695892438300000,"65",,"0"
21/06/2024,43.320220800000001,11.326697199700000,,,"0"
21/06/2024,45.142688699700003,7.608052678400000,"51",,"0"
24/06/2024,45.149762539999998,7.604218430000000,"6",,"0"
14/06/2021,41.328316293599997,13.038115091600000,"982",,"0"
26/06/2024,44.998542266400001,7.442546300600000,"3534",,"0"
27/06/2024,45.794896119699999,7.545155463700000,"27126",obscured,"1"
28/06/2024,43.831268305599998,10.270401944400000,,,"0"
29/06/2024,44.515255236400002,8.547258711300000,"75",,"0"
29/06/2024,45.743748304800000,7.460734695200000,"40",,"0"
01/07/2024,45.147624999999998,7.598652777800000,,,"0"
01/07/2024,45.748268824000000,13.681033887000000,"9",,"0"
01/07/2024,43.329876800000001,11.316489199699999,,,"0"
01/07/2024,39.313445012700001,8.549661934400000,"91",,"0"
07/07/2020,42.107238833300002,12.092741666700000,"7",,"0"
03/07/2024,39.875609021499997,9.544819481699999,"189",,"0"
04/07/2024,43.718489200000000,10.945984599699999,,,"0"
05/07/2024,45.051966374700001,9.205172276100001,"9",,"0"
05/07/2024,43.958896666699999,10.169483333300001,"20",,"0"
07/07/2021,40.224600000000002,9.624599999999999,,,"0"
05/07/2024,43.874458312999998,11.046546936000000,,,"0"
06/07/2024,46.122522222199997,11.120694444400000,,,"0"
07/07/2024,45.053531276999998,10.309813926000000,"27222",obscured,"1"
08/07/2024,45.160602370299998,7.261343843000000,"27222",obscured,"1"
08/07/2024,45.934625701000002,10.893888808800000,"4",,"0"
10/07/2024,43.765692700000002,11.254434299700000,,,"0"
13/07/2024,45.932998098900001,10.893450938200001,"4",,"0"
14/07/2024,43.652819999999998,11.836828333300000,"3",,"0"
14/07/2024,45.906549083300000,10.854964794200001,"23",,"0"
15/07/2024,45.017182891899999,7.661471553100000,"32",,"0"
16/07/2024,44.812990507499997,10.019932823900000,"54700",,"0"
15/07/2024,42.053255051900003,12.658931203200000,"686",,"0"
21/07/2024,46.049124445600000,10.956278666899999,"9",,"0"
23/07/2024,42.386724966700001,12.080770024300000,"27661",obscured,"1"
27/07/2024,44.580238888899999,9.882725000000001,"5",,"0"
31/07/2024,42.341526101100001,12.089899798199999,"27661",obscured,"1"
01/08/2024,41.636499242299998,13.688557483300000,"316",,"0"
03/08/2024,38.187451549999999,13.352174050000000,"9148",,"0"
,44.554105351499999,8.772483766100002,"2570",,"0"
09/08/2024,45.696679811199999,7.143838405600000,"3",,"0"
09/08/2024,45.696719621100002,7.143092081000000,"17",,"0"
10/08/2024,43.853682507899997,11.991251595300000,"45",,"0"
13/08/2024,44.732522289800002,10.209573394400000,"302",,"0"
21/09/2021,41.350000999999999,13.035031999999999,"15",,"0"
12/06/2024,45.151691827999997,7.612985679900000,"5",,"0"
27/08/2024,45.687367230699998,10.895677611900000,"4",,"0"
29/08/2024,44.367439249999997,8.403871527800000,,,"0"
,43.846749550600002,12.056118808700001,"756",,"0"
09/08/2021,43.307516755300000,13.730527327000001,"15",,"0"
06/08/2024,42.123496264000003,12.118734278300000,"186",,"0"
29/09/2024,43.281809500000001,11.291205899700000,,,"0"
06/10/2024,45.174878964100003,7.540764205100000,"165",,"0"
22/10/2024,45.772215000000003,13.627438299700000,,,"0"
24/06/2013,40.597802924699998,14.392155919700000,"61",,"0"
08/11/2024,41.913118900000001,12.485025500000001,,,"0"
08/07/2023,43.465038271099999,13.551301807200000,"2309",,"0"
21/06/2024,40.664437111700003,14.474653401599999,"4826",,"0"
28/02/2025,41.143793288600001,9.526278025300000,"14919",,"0"
06/06/2024,43.713340158299999,10.780811976300001,"26",,"0"
30/07/2022,41.334094194099997,13.049318678700001,"1409",,"0"
06/07/2021,41.337026299999998,13.048000800000001,"247",,"0"
10/04/2025,41.913037513900001,12.484616283299999,,,"0"
02/06/2014,42.982088473499999,10.488320955900001,"100",,"0"
17/06/2020,40.853729999999999,14.230250000000000,"8",,"0"
16/04/2025,43.762875499700002,11.246239700000000,,,"0"
26/04/2025,42.098184348799997,12.440061271199999,"452",,"0"
27/04/2025,45.054811166699999,7.687088333300000,"18",,"0"
05/05/2025,42.748514790900003,10.120879523499999,"6",,"0"
03/05/2025,45.751900462899997,7.566474080100000,"44",,"0"
24/10/2024,45.582741576499998,8.122996579900002,"621",,"0"
19/05/2025,46.381233043400002,11.286784485000000,"182",,"0"
21/05/2025,43.990507759200000,11.358076283899999,"1779",,"0"
22/05/2025,42.440784640399997,11.215485106599999,"4",,"0"
25/05/2025,40.549311553800003,14.237680410099999,"5",,"0"
26/05/2025,45.523593902499996,11.522095680000000,,,"0"
27/05/2025,43.723125500400002,10.400138050300001,"46",,"0"
27/05/2025,43.723166206800002,10.399977453100000,"21",,"0"
30/05/2025,44.811339095199997,7.623204655100000,"27253",obscured,"1"
31/05/2025,41.914749999999998,12.468450000000001,"7",,"0"
02/06/2025,45.146548002300001,7.611579112700000,"16",,"0"
02/06/2025,43.938879999999997,10.194170000000000,"10",,"0"
03/06/2025,45.605178591900000,9.279667362600000,"448",,"0"
06/06/2025,45.077781626600000,10.373775623700000,"13",,"0"
06/06/2025,44.819900000600001,10.228294625600000,"27253",obscured,"1"
06/06/2025,43.700306471600001,10.585653328699999,"6",,"0"
06/06/2025,40.823372108500003,14.216624759100000,"4",,"0"
08/06/2025,46.053458333300000,10.964131666700000,"5",,"0"
08/06/2025,42.785268748199996,10.289831477800000,"4",,"0"
08/06/2025,45.339542920000000,11.647482549999999,"9",,"0"
08/06/2025,45.938246827800000,10.894446708300000,"104",,"0"
09/06/2025,43.176708276399999,13.196982199000001,"27537",obscured,"1"
09/06/2025,44.805984895400002,10.319040454900000,"133",,"0"
11/06/2025,45.993896666700003,8.403008333300003,"5",,"0"
28/05/2025,43.710504752799999,10.416899494400001,,,"0"
13/06/2025,41.773740640500002,16.091895215200001,"63",,"0"
09/06/2025,44.801465522599997,10.327990986400000,"6166",,"0"
15/06/2025,43.324715968400000,11.304914206299999,"25",,"0"
16/06/2025,41.141022166699997,9.332070000000000,"14",,"0"
15/06/2025,43.725924976000002,10.322771068700000,"261",,"0"
14/06/2025,40.609201437199999,16.787713546500001,"61",,"0"
16/06/2025,43.320988333300001,11.323655000000000,"4",,"0"
14/06/2025,40.756341666700003,9.599130555600000,,,"0"
16/06/2025,39.995158297899998,9.050187952800000,"319",,"0"
16/06/2025,45.923203996500000,10.902392422300000,"13",,"0"
17/06/2025,44.914630708399997,7.540602394400000,"27253",obscured,"1"
17/06/2025,44.924260965999999,7.490792187700000,"27253",obscured,"1"
17/06/2025,43.323128333299998,11.325861666700000,"4",,"0"
18/06/2025,43.957239112400003,8.054839522700000,"3",,"0"
18/06/2025,43.421667300000003,11.123360899700000,,,"0"
16/06/2025,44.702764758400001,7.677715870800000,"27285",obscured,"1"
16/06/2025,44.653600340200001,7.602440789800000,"27285",obscured,"1"
16/06/2025,44.601319329600003,7.605530205000000,"27285",obscured,"1"
16/06/2025,44.713304897299999,7.643886090700000,"27285",obscured,"1"
18/06/2025,44.831881289099996,7.656200594700000,"27253",obscured,"1"
16/06/2025,44.742320685999999,7.712432256800000,"27285",obscured,"1"
16/06/2025,44.666338198600002,7.709846966200000,"27285",obscured,"1"
16/06/2025,44.683559039800002,7.651218005600000,"27285",obscured,"1"
19/06/2025,44.947632271099998,10.339827940099999,"27253",obscured,"1"
19/06/2025,45.148674054200001,7.581753619000000,"9",,"0"
19/06/2025,45.743683333299998,7.457480555600000,,,"0"
19/06/2025,44.958060850899997,7.741571639300000,"27253",obscured,"1"
19/06/2025,45.743572222200001,7.457294444400000,,,"0"
19/06/2025,45.742830555600001,7.449930555600000,,,"0"
19/06/2025,40.817432167900002,14.352145716500001,"23",,"0"
20/06/2025,42.750997269999999,10.168342730000001,"8",,"0"
18/06/2025,44.783424595000000,7.680014595300000,"10",,"0"
18/06/2025,44.666027909900002,7.747478138000000,"27285",obscured,"1"
18/06/2025,44.719071087300001,7.799803777800000,"27285",obscured,"1"
18/06/2025,44.934446830799999,7.615024701000000,"27253",obscured,"1"
20/06/2025,40.558362407899999,9.022132046499999,"333",,"0"
20/06/2025,43.858391666700001,11.296011666700000,"4",,"0"
20/06/2025,40.604203333299999,16.785416666700002,"122",,"0"
12/08/2019,43.856818442900000,11.239163205000001,"61",,"0"
22/06/2025,43.762940100000002,11.243039100000001,,,"0"
09/06/2025,44.491516666700001,11.300200000000000,"4",,"0"
22/06/2025,45.743508333299999,7.460691666700000,,,"0"
21/06/2025,39.269207436000002,9.441100135399999,"2271",,"0"
22/06/2025,40.224391916700000,9.624838805600000,,,"0"
23/06/2025,45.043304708500003,7.603359189500000,"27222",obscured,"1"
23/06/2025,45.740796351699998,13.760945275399999,"137",,"0"
24/06/2025,44.981720920000001,7.598809240000000,"5",,"0"
24/06/2025,46.000392817900000,10.921772718400000,"360",,"0"
24/06/2025,45.144055092999999,7.596254311500000,"234",,"0"
25/06/2025,38.004685539500002,14.073873394300000,"19",,"0"
20/06/2025,44.865979804100000,7.630331463800000,"27253",obscured,"1"
20/06/2025,44.664277153800001,7.707689812300000,"27285",obscured,"1"
23/06/2025,44.905231893200003,7.781683132700000,"27253",obscured,"1"
25/06/2025,42.137789429999998,12.102501060000000,"7",,"0"
26/06/2025,44.988077777800001,7.602286111100000,,,"0"
26/06/2025,41.706561499999999,12.445055099999999,"145",,"0"
26/06/2025,44.400969927100000,11.229512281700000,"738",,"0"
27/06/2025,44.957239201800000,7.307627741900000,"27253",obscured,"1"
24/06/2025,41.293586666700001,13.013097216700000,"12",,"0"
25/06/2025,44.977040354499998,7.761144967500000,"27253",obscured,"1"
27/06/2025,44.741513311100000,7.718051061600000,"27285",obscured,"1"
27/06/2025,44.725598949000002,7.616625529400000,"27285",obscured,"1"
27/06/2025,44.772116140999998,7.675722790500000,"27285",obscured,"1"
27/06/2025,44.799650378199999,7.730209406700000,"27285",obscured,"1"
27/06/2025,44.784892420900000,7.696781633300000,"27285",obscured,"1"
27/06/2025,44.686225529600001,7.754349065600000,"27285",obscured,"1"
27/06/2025,44.834103370699999,7.794907110300000,"27253",obscured,"1"
28/06/2025,44.515034620900003,8.545554222000000,"9",,"0"
28/06/2025,45.161562270499999,7.549195624900000,"407",,"0"
29/06/2025,43.761026100000002,11.247947399699999,,,"0"
27/06/2025,45.542169612400002,11.543281115599999,"23",,"0"
25/06/2025,44.943102848099997,7.719235423700000,"27253",obscured,"1"
23/06/2025,44.778074100500000,7.732219329800000,"27285",obscured,"1"
25/06/2025,44.692695960599998,7.601487760800000,"27285",obscured,"1"
30/06/2025,43.757778700000003,11.251508400000001,,,"0"
30/06/2025,43.742981020000002,10.865511560000000,"6",,"0"
29/06/2025,42.608688824600002,12.543873153600000,"2057",,"0"
29/06/2025,43.890388488600003,11.059679985000001,,,"0"
30/06/2025,44.672145151700001,7.763271815300000,"27285",obscured,"1"
30/06/2025,44.767323764200000,7.776081906500000,"27285",obscured,"1"
30/06/2025,44.650749465300002,7.619573979600000,"27285",obscured,"1"
30/06/2025,44.704536756200000,7.689110171200000,"27285",obscured,"1"
30/06/2025,44.650623599900001,7.710133247800000,"27285",obscured,"1"
30/06/2025,44.725456161200000,7.622553411600000,"27285",obscured,"1"
30/06/2025,44.670451547500001,7.682032952400000,"27285",obscured,"1"
01/07/2025,43.762474500000003,11.247462900000000,,,"0"
30/06/2025,44.650173617100002,7.619579151900000,"27285",obscured,"1"
30/06/2025,44.953214506599998,7.630546082900000,"27253",obscured,"1"
30/06/2025,44.945840949199997,7.745814600700000,"27253",obscured,"1"
30/06/2025,44.810984940600001,7.612723606800000,"27253",obscured,"1"
02/07/2025,41.702520399999997,14.932778900000001,"56",,"0"
02/07/2025,44.809539864400001,10.101116672200000,"8",,"0"
01/07/2025,37.845050000000001,14.017239999999999,,,"0"
02/07/2025,38.847693908600000,16.409998496800000,"28181",obscured,"1"
02/07/2025,43.463394999999998,11.901278333300001,"3",,"0"
26/06/2025,38.932084205800003,16.493528857800001,"199",,"0"
04/07/2025,38.058112086400001,12.721245288800000,"97",,"0"
05/07/2025,45.840202331400000,13.533437728599999,,,"0"
06/07/2025,40.761208979700001,16.390807966200001,"2418",,"0"
05/07/2025,40.930501240500000,15.086058117400000,"25",,"0"
03/07/2025,45.511769233700001,7.859452192300000,"43",,"0"
04/07/2025,45.447667894500000,7.867514155800000,"547",,"0"
02/07/2025,44.665834542399999,7.702405497500000,"27285",obscured,"1"
02/07/2025,44.710001557399998,7.600268678300000,"27285",obscured,"1"
02/07/2025,44.938343901300001,7.608444046800000,"27253",obscured,"1"
02/07/2025,44.854679632699998,7.606423150400000,"27253",obscured,"1"
04/07/2025,44.769595335200002,7.798498995500000,"27285",obscured,"1"
04/07/2025,44.656775292500001,7.714397323300000,"27285",obscured,"1"
04/07/2025,44.779208414899998,7.640677112000000,"27285",obscured,"1"
07/07/2025,44.784363333800002,7.666996432100000,"27285",obscured,"1"
07/07/2025,44.949591387399998,7.676200577400000,"27253",obscured,"1"
11/07/2025,45.154968982400000,7.577411122600000,"184",,"0"
11/07/2025,43.853466666700001,11.988586111100000,,,"0"
08/07/2025,43.598061666699998,10.616596666700000,"7",,"0"
12/07/2025,45.568398311700001,11.466731289400000,"15",,"0"
16/07/2025,44.548655232999998,8.487112484900003,"7",,"0"
17/07/2025,44.985064937799997,7.597936391800000,"17",,"0"
17/07/2025,45.174124999999997,7.584666666700000,"71",,"0"
04/07/2025,45.522163205100000,8.974522836500000,"185",,"0"
02/07/2025,44.668236115399999,7.732478110600000,"27285",obscured,"1"
07/06/2023,40.866284676600003,14.253038428700000,"7",,"0"
18/07/2025,40.191755776599997,9.520618580300001,"609",,"0"
11/07/2025,44.682390002500000,7.622586025200000,"27285",obscured,"1"
11/07/2025,44.710318327899998,7.726683401100000,"27285",obscured,"1"
11/07/2025,44.648515122500001,7.630250131100000,"27285",obscured,"1"
11/07/2025,44.902017325499997,7.722544218700000,"27253",obscured,"1"
11/07/2025,44.924361737300003,7.784512249900000,"27253",obscured,"1"
11/07/2025,44.815845086800003,7.714096641800000,"27253",obscured,"1"
21/07/2025,42.950491666700003,10.672158333300001,"5",,"0"
12/06/2025,46.332218050000002,11.287179350000001,,,"0"
19/07/2025,42.119422166699998,12.116111166700000,"10",,"0"
14/07/2025,44.664854905799999,7.765386800900000,"27285",obscured,"1"
16/07/2025,44.686028832900000,7.662415995400000,"27285",obscured,"1"
24/07/2025,41.762028184800002,14.584141400700000,"528",,"0"
18/06/2024,43.774130555600003,10.714736111100001,,,"0"
18/06/2024,43.774105555600002,10.714813888900000,"14",,"0"
18/06/2024,43.774113888899997,10.714774999999999,"4",,"0"
13/06/2022,43.774124999999998,10.714791666700000,"10",,"0"
29/06/2020,43.774144444400001,10.714761111100000,"5",,"0"
24/06/2020,43.774169444400002,10.714802777799999,"10",,"0"
28/05/2020,43.774144444400001,10.714786111100000,"14",,"0"
02/06/2017,43.774600000000000,10.714102777800001,,,"0"
30/07/2025,43.922461347700001,12.451546154900001,"140",,"0"
01/08/2025,44.511875301800004,8.538514698500000,"2299",,"0"
01/08/2025,39.110168683399998,16.085203439000001,"65",,"0"
18/07/2025,44.714582828700003,7.654125170600000,"27285",obscured,"1"
03/08/2025,40.075977833300001,16.097638833300000,"4",,"0"
03/08/2025,41.205188333300001,13.572458333300000,"4",,"0"
03/08/2025,41.767516680599996,14.619103507600000,"12",,"0"
30/05/2025,42.794786469599998,10.429666531800001,"12",,"0"
23/07/2025,44.789505147400000,7.639452376800000,"27285",obscured,"1"
09/08/2025,41.766431666700001,14.618748333299999,"8",,"0"
27/07/2025,42.781730920000001,10.243786517000000,"24",,"0"
15/08/2025,37.996330000000000,14.806491666699999,"54",,"0"
14/08/2025,38.054161166699998,14.900808333300001,"4",,"0"
17/08/2025,43.023724999999999,13.447783333300000,,,"0"
25/07/2025,44.603020677700002,7.685881477500000,"27285",obscured,"1"
07/07/2025,44.675822166400003,7.712151190900000,"27285",obscured,"1"
07/07/2025,44.658198925199997,7.636507574800000,"27285",obscured,"1"
11/07/2025,44.614322911999999,7.690321132200000,"27285",obscured,"1"
11/07/2025,44.636875401700003,7.740832459100000,"27285",obscured,"1"
14/07/2025,44.625532567400001,7.618255221100000,"27285",obscured,"1"
14/07/2025,44.942373539400002,7.639312946000000,"27253",obscured,"1"
14/07/2025,44.790200335500003,7.791986484400000,"27285",obscured,"1"
14/07/2025,44.616639882800001,7.743135716900000,"27285",obscured,"1"
30/07/2025,43.262201314700000,12.450476624100000,"2766",,"0"
31/08/2025,44.981920642799999,10.239834688600000,"27253",obscured,"1"
06/08/2025,37.996194369999998,14.806239789999999,"12",,"0"
